Java HotSpot(TM) 64-Bit Server VM (25.161-b12) for bsd-amd64 JRE (1.8.0_161-b12), built on Dec 19 2017 16:22:20 by "java_re" with gcc 4.2.1 (Based on Apple Inc. build 5658) (LLVM build 2336.11.00)
Memory: 4k page, physical 16777216k(373544k free)

/proc/meminfo:

CommandLine flags: -XX:+HeapDumpOnOutOfMemoryError -XX:HeapDumpPath=/Users/colonelhou/Documents/company/wksp/MacOS-JAVA/src/main/java/com/java/jvm/hprof -XX:InitialHeapSize=10485760 -XX:MaxHeapSize=10485760 -XX:MaxNewSize=2097152 -XX:NewSize=2097152 -XX:+PrintGC -XX:+PrintGCDetails -XX:+PrintGCTimeStamps -XX:SurvivorRatio=8 -XX:+UseCompressedClassPointers -XX:+UseCompressedOops -XX:+UseParallelGC 
0.139: [GC (Allocation Failure) [PSYoungGen: 1024K->506K(1536K)] 1024K->530K(9728K), 0.0012948 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
27.302: [GC (Allocation Failure) [PSYoungGen: 20K->32K(1536K)] 7443K->7454K(9728K), 0.0003105 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
27.302: [GC (Allocation Failure) [PSYoungGen: 32K->32K(1536K)] 7454K->7454K(9728K), 0.0007636 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
27.303: [Full GC (Allocation Failure) [PSYoungGen: 32K->0K(1536K)] [ParOldGen: 7422K->5837K(8192K)] 7454K->5837K(9728K), [Metaspace: 3328K->3328K(1056768K)], 0.0021531 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
27.305: [GC (Allocation Failure) [PSYoungGen: 20K->32K(1536K)] 7443K->7455K(9728K), 0.0003308 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
27.306: [GC (Allocation Failure) [PSYoungGen: 32K->32K(1536K)] 7455K->7455K(9728K), 0.0008240 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
27.306: [Full GC (Allocation Failure) [PSYoungGen: 32K->0K(1536K)] [ParOldGen: 7423K->2665K(8192K)] 7455K->2665K(9728K), [Metaspace: 3328K->3328K(1056768K)], 0.0020254 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
27.309: [GC (Allocation Failure) [PSYoungGen: 20K->32K(1536K)] 7444K->7455K(9728K), 0.0003144 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
27.309: [GC (Allocation Failure) [PSYoungGen: 32K->32K(1536K)] 7455K->7455K(9728K), 0.0007784 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
27.310: [Full GC (Allocation Failure) [PSYoungGen: 32K->0K(1536K)] [ParOldGen: 7423K->5837K(8192K)] 7455K->5837K(9728K), [Metaspace: 3328K->3328K(1056768K)], 0.0020526 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
27.312: [GC (Allocation Failure) [PSYoungGen: 20K->32K(1536K)] 7444K->7455K(9728K), 0.0008006 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
27.313: [GC (Allocation Failure) [PSYoungGen: 32K->32K(1536K)] 7455K->7455K(9728K), 0.0007705 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
27.314: [Full GC (Allocation Failure) [PSYoungGen: 32K->0K(1536K)] [ParOldGen: 7423K->2665K(8192K)] 7455K->2665K(9728K), [Metaspace: 3328K->3328K(1056768K)], 0.0021778 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
27.317: [GC (Allocation Failure) [PSYoungGen: 20K->32K(1536K)] 7444K->7456K(9728K), 0.0003107 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
27.317: [GC (Allocation Failure) [PSYoungGen: 32K->32K(1536K)] 7456K->7456K(9728K), 0.0007598 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
27.318: [Full GC (Allocation Failure) [PSYoungGen: 32K->0K(1536K)] [ParOldGen: 7424K->5838K(8192K)] 7456K->5838K(9728K), [Metaspace: 3328K->3328K(1056768K)], 0.0025991 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
27.321: [GC (Allocation Failure) [PSYoungGen: 20K->32K(1536K)] 7444K->7456K(9728K), 0.0002802 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
27.321: [GC (Allocation Failure) [PSYoungGen: 32K->32K(1536K)] 7456K->7456K(9728K), 0.0005483 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
27.321: [Full GC (Allocation Failure) [PSYoungGen: 32K->0K(1536K)] [ParOldGen: 7424K->2665K(8192K)] 7456K->2665K(9728K), [Metaspace: 3328K->3328K(1056768K)], 0.0026205 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
27.325: [GC (Allocation Failure) [PSYoungGen: 20K->32K(1536K)] 7445K->7456K(9728K), 0.0003369 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
27.325: [GC (Allocation Failure) [PSYoungGen: 32K->32K(1536K)] 7456K->7456K(9728K), 0.0002889 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
27.325: [Full GC (Allocation Failure) [PSYoungGen: 32K->0K(1536K)] [ParOldGen: 7424K->5838K(8192K)] 7456K->5838K(9728K), [Metaspace: 3328K->3328K(1056768K)], 0.0020984 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
27.328: [GC (Allocation Failure) [PSYoungGen: 20K->32K(1536K)] 7445K->7457K(9728K), 0.0008079 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
27.329: [GC (Allocation Failure) [PSYoungGen: 32K->32K(1536K)] 7457K->7457K(9728K), 0.0007702 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
27.329: [Full GC (Allocation Failure) [PSYoungGen: 32K->0K(1536K)] [ParOldGen: 7425K->2665K(8192K)] 7457K->2665K(9728K), [Metaspace: 3328K->3328K(1056768K)], 0.0023504 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
27.332: [GC (Allocation Failure) [PSYoungGen: 20K->32K(1536K)] 7446K->7457K(9728K), 0.0008499 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
27.333: [GC (Allocation Failure) [PSYoungGen: 32K->32K(1536K)] 7457K->7457K(9728K), 0.0002515 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
27.333: [Full GC (Allocation Failure) [PSYoungGen: 32K->0K(1536K)] [ParOldGen: 7425K->5838K(8192K)] 7457K->5838K(9728K), [Metaspace: 3328K->3328K(1056768K)], 0.0023795 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
27.336: [GC (Allocation Failure) [PSYoungGen: 20K->32K(1536K)] 7446K->7457K(9728K), 0.0003086 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
27.336: [GC (Allocation Failure) [PSYoungGen: 32K->32K(1536K)] 7457K->7457K(9728K), 0.0002327 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
27.337: [Full GC (Allocation Failure) [PSYoungGen: 32K->0K(1536K)] [ParOldGen: 7425K->2666K(8192K)] 7457K->2666K(9728K), [Metaspace: 3328K->3328K(1056768K)], 0.0025522 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
27.340: [GC (Allocation Failure) [PSYoungGen: 20K->32K(1536K)] 7446K->7458K(9728K), 0.0008193 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
27.340: [GC (Allocation Failure) [PSYoungGen: 32K->32K(1536K)] 7458K->7458K(9728K), 0.0005032 secs] [Times: user=0.00 sys=0.01, real=0.00 secs] 
27.341: [Full GC (Allocation Failure) [PSYoungGen: 32K->0K(1536K)] [ParOldGen: 7426K->5839K(8192K)] 7458K->5839K(9728K), [Metaspace: 3328K->3328K(1056768K)], 0.0020664 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
27.343: [GC (Allocation Failure) [PSYoungGen: 20K->32K(1536K)] 7446K->7458K(9728K), 0.0007973 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
27.344: [GC (Allocation Failure) [PSYoungGen: 32K->32K(1536K)] 7458K->7458K(9728K), 0.0002609 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
27.344: [Full GC (Allocation Failure) [PSYoungGen: 32K->0K(1536K)] [ParOldGen: 7426K->2666K(8192K)] 7458K->2666K(9728K), [Metaspace: 3328K->3328K(1056768K)], 0.0026889 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
27.348: [GC (Allocation Failure) [PSYoungGen: 20K->32K(1536K)] 7447K->7458K(9728K), 0.0008130 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
27.348: [GC (Allocation Failure) [PSYoungGen: 32K->32K(1536K)] 7458K->7458K(9728K), 0.0002916 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
27.349: [Full GC (Allocation Failure) [PSYoungGen: 32K->0K(1536K)] [ParOldGen: 7426K->5839K(8192K)] 7458K->5839K(9728K), [Metaspace: 3328K->3328K(1056768K)], 0.0021463 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
27.351: [GC (Allocation Failure) [PSYoungGen: 20K->32K(1536K)] 7447K->7458K(9728K), 0.0003035 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
27.351: [GC (Allocation Failure) [PSYoungGen: 32K->32K(1536K)] 7458K->7458K(9728K), 0.0002465 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
27.352: [Full GC (Allocation Failure) [PSYoungGen: 32K->0K(1536K)] [ParOldGen: 7426K->2666K(8192K)] 7458K->2666K(9728K), [Metaspace: 3328K->3328K(1056768K)], 0.0023318 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
27.355: [GC (Allocation Failure) [PSYoungGen: 20K->32K(1536K)] 7447K->7459K(9728K), 0.0008208 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
27.355: [GC (Allocation Failure) [PSYoungGen: 32K->32K(1536K)] 7459K->7459K(9728K), 0.0002934 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
27.356: [Full GC (Allocation Failure) [PSYoungGen: 32K->0K(1536K)] [ParOldGen: 7427K->5840K(8192K)] 7459K->5840K(9728K), [Metaspace: 3328K->3328K(1056768K)], 0.0028572 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
27.359: [GC (Allocation Failure) [PSYoungGen: 20K->32K(1536K)] 7448K->7459K(9728K), 0.0003012 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
27.359: [GC (Allocation Failure) [PSYoungGen: 32K->32K(1536K)] 7459K->7459K(9728K), 0.0007889 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
27.360: [Full GC (Allocation Failure) [PSYoungGen: 32K->0K(1536K)] [ParOldGen: 7427K->2666K(8192K)] 7459K->2666K(9728K), [Metaspace: 3328K->3328K(1056768K)], 0.0020117 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
27.362: [GC (Allocation Failure) [PSYoungGen: 20K->32K(1536K)] 7448K->7460K(9728K), 0.0003199 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
27.363: [GC (Allocation Failure) [PSYoungGen: 32K->32K(1536K)] 7460K->7460K(9728K), 0.0007696 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
27.364: [Full GC (Allocation Failure) [PSYoungGen: 32K->0K(1536K)] [ParOldGen: 7428K->5840K(8192K)] 7460K->5840K(9728K), [Metaspace: 3328K->3328K(1056768K)], 0.0027848 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
27.367: [GC (Allocation Failure) [PSYoungGen: 20K->32K(1536K)] 7448K->7460K(9728K), 0.0007947 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
27.367: [GC (Allocation Failure) [PSYoungGen: 32K->32K(1536K)] 7460K->7460K(9728K), 0.0002839 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
27.368: [Full GC (Allocation Failure) [PSYoungGen: 32K->0K(1536K)] [ParOldGen: 7428K->2666K(8192K)] 7460K->2666K(9728K), [Metaspace: 3328K->3328K(1056768K)], 0.0028328 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
27.371: [GC (Allocation Failure) [PSYoungGen: 20K->32K(1536K)] 7449K->7460K(9728K), 0.0003189 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
27.371: [GC (Allocation Failure) [PSYoungGen: 32K->32K(1536K)] 7460K->7460K(9728K), 0.0008366 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
27.372: [Full GC (Allocation Failure) [PSYoungGen: 32K->0K(1536K)] [ParOldGen: 7428K->5841K(8192K)] 7460K->5841K(9728K), [Metaspace: 3328K->3328K(1056768K)], 0.0040217 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
27.377: [GC (Allocation Failure) [PSYoungGen: 20K->32K(1536K)] 7449K->7460K(9728K), 0.0007912 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
27.377: [GC (Allocation Failure) [PSYoungGen: 32K->32K(1536K)] 7460K->7460K(9728K), 0.0007861 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
27.378: [Full GC (Allocation Failure) [PSYoungGen: 32K->0K(1536K)] [ParOldGen: 7428K->2666K(8192K)] 7460K->2666K(9728K), [Metaspace: 3328K->3328K(1056768K)], 0.0027689 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
27.381: [GC (Allocation Failure) [PSYoungGen: 20K->32K(1536K)] 7449K->7461K(9728K), 0.0003131 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
27.382: [GC (Allocation Failure) [PSYoungGen: 32K->32K(1536K)] 7461K->7461K(9728K), 0.0002738 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
27.382: [Full GC (Allocation Failure) [PSYoungGen: 32K->0K(1536K)] [ParOldGen: 7429K->5841K(8192K)] 7461K->5841K(9728K), [Metaspace: 3328K->3328K(1056768K)], 0.0020709 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
27.384: [GC (Allocation Failure) [PSYoungGen: 20K->32K(1536K)] 7450K->7461K(9728K), 0.0008016 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
27.385: [GC (Allocation Failure) [PSYoungGen: 32K->32K(1536K)] 7461K->7461K(9728K), 0.0002709 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
27.386: [Full GC (Allocation Failure) [PSYoungGen: 32K->0K(1536K)] [ParOldGen: 7429K->2667K(8192K)] 7461K->2667K(9728K), [Metaspace: 3328K->3328K(1056768K)], 0.0023586 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
27.388: [GC (Allocation Failure) [PSYoungGen: 20K->32K(1536K)] 7450K->7462K(9728K), 0.0008167 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
27.389: [GC (Allocation Failure) [PSYoungGen: 32K->32K(1536K)] 7462K->7462K(9728K), 0.0003004 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
27.390: [Full GC (Allocation Failure) [PSYoungGen: 32K->0K(1536K)] [ParOldGen: 7430K->5842K(8192K)] 7462K->5842K(9728K), [Metaspace: 3328K->3328K(1056768K)], 0.0025508 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
27.392: [GC (Allocation Failure) [PSYoungGen: 20K->32K(1536K)] 7450K->7462K(9728K), 0.0003090 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
27.393: [GC (Allocation Failure) [PSYoungGen: 32K->32K(1536K)] 7462K->7462K(9728K), 0.0007669 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
27.394: [Full GC (Allocation Failure) [PSYoungGen: 32K->0K(1536K)] [ParOldGen: 7430K->2667K(8192K)] 7462K->2667K(9728K), [Metaspace: 3328K->3328K(1056768K)], 0.0021182 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
27.396: [GC (Allocation Failure) [PSYoungGen: 20K->32K(1536K)] 7451K->7462K(9728K), 0.0003138 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
27.396: [GC (Allocation Failure) [PSYoungGen: 32K->32K(1536K)] 7462K->7462K(9728K), 0.0007587 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
27.397: [Full GC (Allocation Failure) [PSYoungGen: 32K->0K(1536K)] [ParOldGen: 7430K->5842K(8192K)] 7462K->5842K(9728K), [Metaspace: 3328K->3328K(1056768K)], 0.0026204 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
27.400: [GC (Allocation Failure) [PSYoungGen: 20K->32K(1536K)] 7451K->7462K(9728K), 0.0002957 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
27.400: [GC (Allocation Failure) [PSYoungGen: 32K->32K(1536K)] 7462K->7462K(9728K), 0.0002431 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
27.401: [Full GC (Allocation Failure) [PSYoungGen: 32K->0K(1536K)] [ParOldGen: 7430K->2667K(8192K)] 7462K->2667K(9728K), [Metaspace: 3328K->3328K(1056768K)], 0.0021856 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
27.403: [GC (Allocation Failure) [PSYoungGen: 20K->32K(1536K)] 7451K->7463K(9728K), 0.0008560 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
27.404: [GC (Allocation Failure) [PSYoungGen: 32K->32K(1536K)] 7463K->7463K(9728K), 0.0002829 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
27.405: [Full GC (Allocation Failure) [PSYoungGen: 32K->0K(1536K)] [ParOldGen: 7431K->5843K(8192K)] 7463K->5843K(9728K), [Metaspace: 3328K->3328K(1056768K)], 0.0026473 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
27.407: [GC (Allocation Failure) [PSYoungGen: 20K->32K(1536K)] 7451K->7463K(9728K), 0.0003500 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
27.408: [GC (Allocation Failure) [PSYoungGen: 32K->32K(1536K)] 7463K->7463K(9728K), 0.0002727 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
27.408: [Full GC (Allocation Failure) [PSYoungGen: 32K->0K(1536K)] [ParOldGen: 7431K->2667K(8192K)] 7463K->2667K(9728K), [Metaspace: 3328K->3328K(1056768K)], 0.0025563 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
27.411: [GC (Allocation Failure) [PSYoungGen: 20K->32K(1536K)] 7452K->7463K(9728K), 0.0003074 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
27.411: [GC (Allocation Failure) [PSYoungGen: 32K->32K(1536K)] 7463K->7463K(9728K), 0.0002713 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
27.412: [Full GC (Allocation Failure) [PSYoungGen: 32K->0K(1536K)] [ParOldGen: 7431K->5843K(8192K)] 7463K->5843K(9728K), [Metaspace: 3328K->3328K(1056768K)], 0.0020892 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
27.414: [GC (Allocation Failure) [PSYoungGen: 20K->32K(1536K)] 7452K->7464K(9728K), 0.0007933 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
27.415: [GC (Allocation Failure) [PSYoungGen: 32K->32K(1536K)] 7464K->7464K(9728K), 0.0002689 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
27.415: [Full GC (Allocation Failure) [PSYoungGen: 32K->0K(1536K)] [ParOldGen: 7432K->2667K(8192K)] 7464K->2667K(9728K), [Metaspace: 3328K->3328K(1056768K)], 0.0019894 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
27.418: [GC (Allocation Failure) [PSYoungGen: 20K->32K(1536K)] 7453K->7464K(9728K), 0.0003112 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
27.418: [GC (Allocation Failure) [PSYoungGen: 32K->32K(1536K)] 7464K->7464K(9728K), 0.0002640 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
27.418: [Full GC (Allocation Failure) [PSYoungGen: 32K->0K(1536K)] [ParOldGen: 7432K->5844K(8192K)] 7464K->5844K(9728K), [Metaspace: 3328K->3328K(1056768K)], 0.0021274 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
27.421: [GC (Allocation Failure) [PSYoungGen: 20K->32K(1536K)] 7453K->7464K(9728K), 0.0003096 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
27.421: [GC (Allocation Failure) [PSYoungGen: 32K->32K(1536K)] 7464K->7464K(9728K), 0.0002436 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
27.421: [Full GC (Allocation Failure) [PSYoungGen: 32K->0K(1536K)] [ParOldGen: 7432K->2667K(8192K)] 7464K->2667K(9728K), [Metaspace: 3328K->3328K(1056768K)], 0.0020159 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
27.424: [GC (Allocation Failure) [PSYoungGen: 20K->32K(1536K)] 7453K->7465K(9728K), 0.0003746 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
27.424: [GC (Allocation Failure) [PSYoungGen: 32K->32K(1536K)] 7465K->7465K(9728K), 0.0002792 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
27.424: [Full GC (Allocation Failure) [PSYoungGen: 32K->0K(1536K)] [ParOldGen: 7433K->5844K(8192K)] 7465K->5844K(9728K), [Metaspace: 3328K->3328K(1056768K)], 0.0021067 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
27.427: [GC (Allocation Failure) [PSYoungGen: 20K->32K(1536K)] 7453K->7465K(9728K), 0.0002974 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
27.427: [GC (Allocation Failure) [PSYoungGen: 32K->32K(1536K)] 7465K->7465K(9728K), 0.0002475 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
27.427: [Full GC (Allocation Failure) [PSYoungGen: 32K->0K(1536K)] [ParOldGen: 7433K->2668K(8192K)] 7465K->2668K(9728K), [Metaspace: 3328K->3328K(1056768K)], 0.0020292 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
27.430: [GC (Allocation Failure) [PSYoungGen: 20K->32K(1536K)] 7454K->7465K(9728K), 0.0003073 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
27.430: [GC (Allocation Failure) [PSYoungGen: 32K->32K(1536K)] 7465K->7465K(9728K), 0.0002461 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
27.431: [Full GC (Allocation Failure) [PSYoungGen: 32K->0K(1536K)] [ParOldGen: 7433K->5845K(8192K)] 7465K->5845K(9728K), [Metaspace: 3328K->3328K(1056768K)], 0.0020530 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
27.433: [GC (Allocation Failure) [PSYoungGen: 20K->32K(1536K)] 7454K->7465K(9728K), 0.0002793 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
27.433: [GC (Allocation Failure) [PSYoungGen: 32K->32K(1536K)] 7465K->7465K(9728K), 0.0002532 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
27.433: [Full GC (Allocation Failure) [PSYoungGen: 32K->0K(1536K)] [ParOldGen: 7433K->2668K(8192K)] 7465K->2668K(9728K), [Metaspace: 3328K->3328K(1056768K)], 0.0020149 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
27.436: [GC (Allocation Failure) [PSYoungGen: 20K->32K(1536K)] 7455K->7466K(9728K), 0.0003144 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
27.436: [GC (Allocation Failure) [PSYoungGen: 32K->32K(1536K)] 7466K->7466K(9728K), 0.0005896 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
27.437: [Full GC (Allocation Failure) [PSYoungGen: 32K->0K(1536K)] [ParOldGen: 7434K->5845K(8192K)] 7466K->5845K(9728K), [Metaspace: 3328K->3328K(1056768K)], 0.0021120 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
27.439: [GC (Allocation Failure) [PSYoungGen: 20K->32K(1536K)] 7455K->7466K(9728K), 0.0003014 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
27.440: [GC (Allocation Failure) [PSYoungGen: 32K->32K(1536K)] 7466K->7466K(9728K), 0.0002521 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
27.440: [Full GC (Allocation Failure) [PSYoungGen: 32K->0K(1536K)] [ParOldGen: 7434K->2668K(8192K)] 7466K->2668K(9728K), [Metaspace: 3328K->3328K(1056768K)], 0.0021001 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
27.442: [GC (Allocation Failure) [PSYoungGen: 20K->32K(1536K)] 7455K->7467K(9728K), 0.0003381 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
27.443: [GC (Allocation Failure) [PSYoungGen: 32K->32K(1536K)] 7467K->7467K(9728K), 0.0002864 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
27.443: [Full GC (Allocation Failure) [PSYoungGen: 32K->0K(1536K)] [ParOldGen: 7435K->5846K(8192K)] 7467K->5846K(9728K), [Metaspace: 3328K->3328K(1056768K)], 0.0020596 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
27.445: [GC (Allocation Failure) [PSYoungGen: 20K->32K(1536K)] 7455K->7467K(9728K), 0.0003079 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
27.446: [GC (Allocation Failure) [PSYoungGen: 32K->32K(1536K)] 7467K->7467K(9728K), 0.0002845 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
27.446: [Full GC (Allocation Failure) [PSYoungGen: 32K->0K(1536K)] [ParOldGen: 7435K->2668K(8192K)] 7467K->2668K(9728K), [Metaspace: 3328K->3328K(1056768K)], 0.0020582 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
27.449: [GC (Allocation Failure) [PSYoungGen: 20K->32K(1536K)] 7456K->7467K(9728K), 0.0003190 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
27.449: [GC (Allocation Failure) [PSYoungGen: 32K->32K(1536K)] 7467K->7467K(9728K), 0.0002615 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
27.449: [Full GC (Allocation Failure) [PSYoungGen: 32K->0K(1536K)] [ParOldGen: 7435K->5846K(8192K)] 7467K->5846K(9728K), [Metaspace: 3328K->3328K(1056768K)], 0.0021538 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
27.452: [GC (Allocation Failure) [PSYoungGen: 20K->32K(1536K)] 7456K->7467K(9728K), 0.0003107 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
27.452: [GC (Allocation Failure) [PSYoungGen: 32K->32K(1536K)] 7467K->7467K(9728K), 0.0002464 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
27.452: [Full GC (Allocation Failure) [PSYoungGen: 32K->0K(1536K)] [ParOldGen: 7435K->2668K(8192K)] 7467K->2668K(9728K), [Metaspace: 3328K->3328K(1056768K)], 0.0020684 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
27.455: [GC (Allocation Failure) [PSYoungGen: 20K->32K(1536K)] 7456K->7468K(9728K), 0.0003182 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
27.455: [GC (Allocation Failure) [PSYoungGen: 32K->32K(1536K)] 7468K->7468K(9728K), 0.0002563 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
27.456: [Full GC (Allocation Failure) [PSYoungGen: 32K->0K(1536K)] [ParOldGen: 7436K->5847K(8192K)] 7468K->5847K(9728K), [Metaspace: 3328K->3328K(1056768K)], 0.0021088 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
27.458: [GC (Allocation Failure) [PSYoungGen: 20K->32K(1536K)] 7457K->7468K(9728K), 0.0003013 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
27.458: [GC (Allocation Failure) [PSYoungGen: 32K->32K(1536K)] 7468K->7468K(9728K), 0.0002427 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
